raceId,year,round,circuitId,name,date,time,url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,fileName
142,2001,2,2,Malaysian Grand Prix,2001-03-18,\N,http://en.wikipedia.org/wiki/2001_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
143,2001,3,18,Brazilian Grand Prix,2001-04-01,\N,http://en.wikipedia.org/wiki/2001_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
144,2001,4,21,San Marino Grand Prix,2001-04-15,\N,http://en.wikipedia.org/wiki/2001_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
145,2001,5,4,Spanish Grand Prix,2001-04-29,\N,http://en.wikipedia.org/wiki/2001_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
146,2001,6,70,Austrian Grand Prix,2001-05-13,\N,http://en.wikipedia.org/wiki/2001_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
147,2001,7,6,Monaco Grand Prix,2001-05-27,\N,http://en.wikipedia.org/wiki/2001_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
148,2001,8,7,Canadian Grand Prix,2001-06-10,\N,http://en.wikipedia.org/wiki/2001_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
149,2001,9,20,European Grand Prix,2001-06-24,\N,http://en.wikipedia.org/wiki/2001_European_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
150,2001,10,8,French Grand Prix,2001-07-01,\N,http://en.wikipedia.org/wiki/2001_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
151,2001,11,9,British Grand Prix,2001-07-15,\N,http://en.wikipedia.org/wiki/2001_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
152,2001,12,10,German Grand Prix,2001-07-29,\N,http://en.wikipedia.org/wiki/2001_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
153,2001,13,11,Hungarian Grand Prix,2001-08-19,\N,http://en.wikipedia.org/wiki/2001_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
154,2001,14,13,Belgian Grand Prix,2001-09-02,\N,http://en.wikipedia.org/wiki/2001_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
155,2001,15,14,Italian Grand Prix,2001-09-16,\N,http://en.wikipedia.org/wiki/2001_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
156,2001,16,19,United States Grand Prix,2001-09-30,\N,http://en.wikipedia.org/wiki/2001_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
157,2001,17,22,Japanese Grand Prix,2001-10-14,\N,http://en.wikipedia.org/wiki/2001_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
158,2000,1,1,Australian Grand Prix,2000-03-12,\N,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
159,2000,2,18,Brazilian Grand Prix,2000-03-26,\N,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
160,2000,3,21,San Marino Grand Prix,2000-04-09,\N,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
161,2000,4,9,British Grand Prix,2000-04-23,\N,http://en.wikipedia.org/wiki/2000_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
162,2000,5,4,Spanish Grand Prix,2000-05-07,\N,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
163,2000,6,20,European Grand Prix,2000-05-21,\N,http://en.wikipedia.org/wiki/2000_European_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
164,2000,7,6,Monaco Grand Prix,2000-06-04,\N,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
165,2000,8,7,Canadian Grand Prix,2000-06-18,\N,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
166,2000,9,8,French Grand Prix,2000-07-02,\N,http://en.wikipedia.org/wiki/2000_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
167,2000,10,70,Austrian Grand Prix,2000-07-16,\N,http://en.wikipedia.org/wiki/2000_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
168,2000,11,10,German Grand Prix,2000-07-30,\N,http://en.wikipedia.org/wiki/2000_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
169,2000,12,11,Hungarian Grand Prix,2000-08-13,\N,http://en.wikipedia.org/wiki/2000_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
170,2000,13,13,Belgian Grand Prix,2000-08-27,\N,http://en.wikipedia.org/wiki/2000_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
171,2000,14,14,Italian Grand Prix,2000-09-10,\N,http://en.wikipedia.org/wiki/2000_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
172,2000,15,19,United States Grand Prix,2000-09-24,\N,http://en.wikipedia.org/wiki/2000_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
173,2000,16,22,Japanese Grand Prix,2000-10-08,\N,http://en.wikipedia.org/wiki/2000_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
174,2000,17,2,Malaysian Grand Prix,2000-10-22,\N,http://en.wikipedia.org/wiki/2000_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
175,1999,1,1,Australian Grand Prix,1999-03-07,\N,http://en.wikipedia.org/wiki/1999_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
176,1999,2,18,Brazilian Grand Prix,1999-04-11,\N,http://en.wikipedia.org/wiki/1999_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
177,1999,3,21,San Marino Grand Prix,1999-05-02,\N,http://en.wikipedia.org/wiki/1999_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
178,1999,4,6,Monaco Grand Prix,1999-05-16,\N,http://en.wikipedia.org/wiki/1999_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
179,1999,5,4,Spanish Grand Prix,1999-05-30,\N,http://en.wikipedia.org/wiki/1999_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
180,1999,6,7,Canadian Grand Prix,1999-06-13,\N,http://en.wikipedia.org/wiki/1999_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
181,1999,7,8,French Grand Prix,1999-06-27,\N,http://en.wikipedia.org/wiki/1999_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
182,1999,8,9,British Grand Prix,1999-07-11,\N,http://en.wikipedia.org/wiki/1999_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
183,1999,9,70,Austrian Grand Prix,1999-07-25,\N,http://en.wikipedia.org/wiki/1999_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
184,1999,10,10,German Grand Prix,1999-08-01,\N,http://en.wikipedia.org/wiki/1999_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
185,1999,11,11,Hungarian Grand Prix,1999-08-15,\N,http://en.wikipedia.org/wiki/1999_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
186,1999,12,13,Belgian Grand Prix,1999-08-29,\N,http://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
187,1999,13,14,Italian Grand Prix,1999-09-12,\N,http://en.wikipedia.org/wiki/1999_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
188,1999,14,20,European Grand Prix,1999-09-26,\N,http://en.wikipedia.org/wiki/1999_European_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
189,1999,15,2,Malaysian Grand Prix,1999-10-17,\N,http://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
190,1999,16,22,Japanese Grand Prix,1999-10-31,\N,http://en.wikipedia.org/wiki/1999_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
191,1998,1,1,Australian Grand Prix,1998-03-08,\N,http://en.wikipedia.org/wiki/1998_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
192,1998,2,18,Brazilian Grand Prix,1998-03-29,\N,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
193,1998,3,25,Argentine Grand Prix,1998-04-12,\N,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
194,1998,4,21,San Marino Grand Prix,1998-04-26,\N,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
195,1998,5,4,Spanish Grand Prix,1998-05-10,\N,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
196,1998,6,6,Monaco Grand Prix,1998-05-24,\N,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
197,1998,7,7,Canadian Grand Prix,1998-06-07,\N,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
198,1998,8,8,French Grand Prix,1998-06-28,\N,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
199,1998,9,9,British Grand Prix,1998-07-12,\N,http://en.wikipedia.org/wiki/1998_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
200,1998,10,70,Austrian Grand Prix,1998-07-26,\N,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
201,1998,11,10,German Grand Prix,1998-08-02,\N,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
202,1998,12,11,Hungarian Grand Prix,1998-08-16,\N,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
203,1998,13,13,Belgian Grand Prix,1998-08-30,\N,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
204,1998,14,14,Italian Grand Prix,1998-09-13,\N,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
205,1998,15,20,Luxembourg Grand Prix,1998-09-27,\N,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
206,1998,16,22,Japanese Grand Prix,1998-11-01,\N,http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
207,1997,1,1,Australian Grand Prix,1997-03-09,\N,http://en.wikipedia.org/wiki/1997_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
208,1997,2,18,Brazilian Grand Prix,1997-03-30,\N,http://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
209,1997,3,25,Argentine Grand Prix,1997-04-13,\N,http://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
210,1997,4,21,San Marino Grand Prix,1997-04-27,\N,http://en.wikipedia.org/wiki/1997_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
211,1997,5,6,Monaco Grand Prix,1997-05-11,\N,http://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
212,1997,6,4,Spanish Grand Prix,1997-05-25,\N,http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
213,1997,7,7,Canadian Grand Prix,1997-06-15,\N,http://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
214,1997,8,8,French Grand Prix,1997-06-29,\N,http://en.wikipedia.org/wiki/1997_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
215,1997,9,9,British Grand Prix,1997-07-13,\N,http://en.wikipedia.org/wiki/1997_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
216,1997,10,10,German Grand Prix,1997-07-27,\N,http://en.wikipedia.org/wiki/1997_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
217,1997,11,11,Hungarian Grand Prix,1997-08-10,\N,http://en.wikipedia.org/wiki/1997_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
218,1997,12,13,Belgian Grand Prix,1997-08-24,\N,http://en.wikipedia.org/wiki/1997_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
219,1997,13,14,Italian Grand Prix,1997-09-07,\N,http://en.wikipedia.org/wiki/1997_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
220,1997,14,70,Austrian Grand Prix,1997-09-21,\N,http://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
221,1997,15,20,Luxembourg Grand Prix,1997-09-28,\N,http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
222,1997,16,22,Japanese Grand Prix,1997-10-12,\N,http://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
223,1997,17,26,European Grand Prix,1997-10-26,\N,http://en.wikipedia.org/wiki/1997_European_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
224,1996,1,1,Australian Grand Prix,1996-03-10,\N,http://en.wikipedia.org/wiki/1996_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
225,1996,2,18,Brazilian Grand Prix,1996-03-31,\N,http://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
226,1996,3,25,Argentine Grand Prix,1996-04-07,\N,http://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
227,1996,4,20,European Grand Prix,1996-04-28,\N,http://en.wikipedia.org/wiki/1996_European_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
228,1996,5,21,San Marino Grand Prix,1996-05-05,\N,http://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
229,1996,6,6,Monaco Grand Prix,1996-05-19,\N,http://en.wikipedia.org/wiki/1996_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
230,1996,7,4,Spanish Grand Prix,1996-06-02,\N,http://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
231,1996,8,7,Canadian Grand Prix,1996-06-16,\N,http://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
232,1996,9,8,French Grand Prix,1996-06-30,\N,http://en.wikipedia.org/wiki/1996_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
233,1996,10,9,British Grand Prix,1996-07-14,\N,http://en.wikipedia.org/wiki/1996_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
234,1996,11,10,German Grand Prix,1996-07-28,\N,http://en.wikipedia.org/wiki/1996_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
235,1996,12,11,Hungarian Grand Prix,1996-08-11,\N,http://en.wikipedia.org/wiki/1996_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
236,1996,13,13,Belgian Grand Prix,1996-08-25,\N,http://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
237,1996,14,14,Italian Grand Prix,1996-09-08,\N,http://en.wikipedia.org/wiki/1996_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
238,1996,15,27,Portuguese Grand Prix,1996-09-22,\N,http://en.wikipedia.org/wiki/1996_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
239,1996,16,22,Japanese Grand Prix,1996-10-13,\N,http://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
240,1995,1,18,Brazilian Grand Prix,1995-03-26,\N,http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
241,1995,2,25,Argentine Grand Prix,1995-04-09,\N,http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
242,1995,3,21,San Marino Grand Prix,1995-04-30,\N,http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
243,1995,4,4,Spanish Grand Prix,1995-05-14,\N,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
244,1995,5,6,Monaco Grand Prix,1995-05-28,\N,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
245,1995,6,7,Canadian Grand Prix,1995-06-11,\N,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
246,1995,7,8,French Grand Prix,1995-07-02,\N,http://en.wikipedia.org/wiki/1995_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
247,1995,8,9,British Grand Prix,1995-07-16,\N,http://en.wikipedia.org/wiki/1995_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
248,1995,9,10,German Grand Prix,1995-07-30,\N,http://en.wikipedia.org/wiki/1995_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
249,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
250,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
251,1995,12,14,Italian Grand Prix,1995-09-10,\N,http://en.wikipedia.org/wiki/1995_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
252,1995,13,27,Portuguese Grand Prix,1995-09-24,\N,http://en.wikipedia.org/wiki/1995_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
253,1995,14,20,European Grand Prix,1995-10-01,\N,http://en.wikipedia.org/wiki/1995_European_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
254,1995,15,28,Pacific Grand Prix,1995-10-22,\N,http://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
255,1995,16,22,Japanese Grand Prix,1995-10-29,\N,http://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
256,1995,17,29,Australian Grand Prix,1995-11-12,\N,http://en.wikipedia.org/wiki/1995_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
257,1994,1,18,Brazilian Grand Prix,1994-03-27,\N,http://en.wikipedia.org/wiki/1994_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
258,1994,2,28,Pacific Grand Prix,1994-04-17,\N,http://en.wikipedia.org/wiki/1994_Pacific_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
259,1994,3,21,San Marino Grand Prix,1994-05-01,\N,http://en.wikipedia.org/wiki/1994_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
260,1994,4,6,Monaco Grand Prix,1994-05-15,\N,http://en.wikipedia.org/wiki/1994_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
261,1994,5,4,Spanish Grand Prix,1994-05-29,\N,http://en.wikipedia.org/wiki/1994_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
262,1994,6,7,Canadian Grand Prix,1994-06-12,\N,http://en.wikipedia.org/wiki/1994_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
263,1994,7,8,French Grand Prix,1994-07-03,\N,http://en.wikipedia.org/wiki/1994_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
264,1994,8,9,British Grand Prix,1994-07-10,\N,http://en.wikipedia.org/wiki/1994_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
265,1994,9,10,German Grand Prix,1994-07-31,\N,http://en.wikipedia.org/wiki/1994_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
266,1994,10,11,Hungarian Grand Prix,1994-08-14,\N,http://en.wikipedia.org/wiki/1994_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
267,1994,11,13,Belgian Grand Prix,1994-08-28,\N,http://en.wikipedia.org/wiki/1994_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
268,1994,12,14,Italian Grand Prix,1994-09-11,\N,http://en.wikipedia.org/wiki/1994_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
269,1994,13,27,Portuguese Grand Prix,1994-09-25,\N,http://en.wikipedia.org/wiki/1994_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
270,1994,14,26,European Grand Prix,1994-10-16,\N,http://en.wikipedia.org/wiki/1994_European_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
271,1994,15,22,Japanese Grand Prix,1994-11-06,\N,http://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
272,1994,16,29,Australian Grand Prix,1994-11-13,\N,http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
273,1993,1,30,South African Grand Prix,1993-03-14,\N,http://en.wikipedia.org/wiki/1993_South_African_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
274,1993,2,18,Brazilian Grand Prix,1993-03-28,\N,http://en.wikipedia.org/wiki/1993_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
275,1993,3,31,European Grand Prix,1993-04-11,\N,http://en.wikipedia.org/wiki/1993_European_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
276,1993,4,21,San Marino Grand Prix,1993-04-25,\N,http://en.wikipedia.org/wiki/1993_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
277,1993,5,4,Spanish Grand Prix,1993-05-09,\N,http://en.wikipedia.org/wiki/1993_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
278,1993,6,6,Monaco Grand Prix,1993-05-23,\N,http://en.wikipedia.org/wiki/1993_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
279,1993,7,7,Canadian Grand Prix,1993-06-13,\N,http://en.wikipedia.org/wiki/1993_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
280,1993,8,8,French Grand Prix,1993-07-04,\N,http://en.wikipedia.org/wiki/1993_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
281,1993,9,9,British Grand Prix,1993-07-11,\N,http://en.wikipedia.org/wiki/1993_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
282,1993,10,10,German Grand Prix,1993-07-25,\N,http://en.wikipedia.org/wiki/1993_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
283,1993,11,11,Hungarian Grand Prix,1993-08-15,\N,http://en.wikipedia.org/wiki/1993_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
284,1993,12,13,Belgian Grand Prix,1993-08-29,\N,http://en.wikipedia.org/wiki/1993_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
285,1993,13,14,Italian Grand Prix,1993-09-12,\N,http://en.wikipedia.org/wiki/1993_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
286,1993,14,27,Portuguese Grand Prix,1993-09-26,\N,http://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,races.csv
